"date1","date","trans"
"06/01/2009",2009-06-01,-511900
"06/01/2009",2009-06-01,124259.45
"06/02/2009",2009-06-02,159000
"06/02/2009",2009-06-02,-10579600
"06/03/2009",2009-06-03,138000
"06/03/2009",2009-06-03,-1310400
"06/03/2009",2009-06-03,16747.24
"06/04/2009",2009-06-04,127000
"06/04/2009",2009-06-04,-706100
"06/04/2009",2009-06-04,2952.54
"06/05/2009",2009-06-05,-685400
"06/05/2009",2009-06-05,-511296.25
"06/05/2009",2009-06-05,-966314.92
"06/05/2009",2009-06-05,-53846.71
"06/05/2009",2009-06-05,-28416.14
"06/05/2009",2009-06-05,-104448.81
"06/05/2009",2009-06-05,-34977.63
"06/05/2009",2009-06-05,17356.8
"06/08/2009",2009-06-08,111000
"06/08/2009",2009-06-08,-625900
"06/08/2009",2009-06-08,32006.08
"06/09/2009",2009-06-09,34000
"06/09/2009",2009-06-09,-11051600
"06/10/2009",2009-06-10,224000
"06/10/2009",2009-06-10,-1517000
"06/11/2009",2009-06-11,38000
"06/11/2009",2009-06-11,-826000
"06/11/2009",2009-06-11,39961.22
"06/12/2009",2009-06-12,96000
"06/12/2009",2009-06-12,-606300
"06/12/2009",2009-06-12,-119626.24
"06/12/2009",2009-06-12,-56807.67
"06/12/2009",2009-06-12,-45405.36
"06/12/2009",2009-06-12,-4422.37
"06/15/2009",2009-06-15,35000
"06/15/2009",2009-06-15,-568300
"06/16/2009",2009-06-16,27000
"06/16/2009",2009-06-16,-11234600
"06/17/2009",2009-06-17,22000
"06/17/2009",2009-06-17,-1263800
"06/18/2009",2009-06-18,31000
"06/18/2009",2009-06-18,-811800
"06/18/2009",2009-06-18,3446.62
"06/18/2009",2009-06-18,-102779.95
"06/18/2009",2009-06-18,-19083.25
"06/19/2009",2009-06-19,43000
"06/19/2009",2009-06-19,-895300
"06/22/2009",2009-06-22,76000
"06/22/2009",2009-06-22,-663000
"06/23/2009",2009-06-23,50000
"06/23/2009",2009-06-23,-11132500
"06/23/2009",2009-06-23,14189.22
"06/24/2009",2009-06-24,49000
"06/24/2009",2009-06-24,-2075900
"06/24/2009",2009-06-24,-2914143.43
"06/24/2009",2009-06-24,-337175.06
"06/24/2009",2009-06-24,-41038.78
"06/24/2009",2009-06-24,-29297.56
"06/25/2009",2009-06-25,127000
"06/25/2009",2009-06-25,-673400
"06/26/2009",2009-06-26,58000
"06/26/2009",2009-06-26,-523700
"06/29/2009",2009-06-29,126000
"06/29/2009",2009-06-29,-592800
"06/30/2009",2009-06-30,-15926
"06/30/2009",2009-06-30,49000
"06/30/2009",2009-06-30,-11015400
"06/30/2009",2009-06-30,0
"06/30/2009",2009-06-30,1814083.15
"06/01/2010",2010-06-01,78000
"06/01/2010",2010-06-01,-6569535
"06/02/2010",2010-06-02,127000
"06/02/2010",2010-06-02,-1189750
"06/03/2010",2010-06-03,118000
"06/03/2010",2010-06-03,-555000
"06/03/2010",2010-06-03,14785.66
"06/03/2010",2010-06-03,27605.74
"06/04/2010",2010-06-04,1e+05
"06/04/2010",2010-06-04,-407945
"06/04/2010",2010-06-04,-58859.76
"06/04/2010",2010-06-04,17373.31
"06/07/2010",2010-06-07,-331600
"06/08/2010",2010-06-08,50000
"06/08/2010",2010-06-08,-6998330
"06/09/2010",2010-06-09,45000
"06/09/2010",2010-06-09,-661860
"06/10/2010",2010-06-10,-455730
"06/10/2010",2010-06-10,-4034.73
"06/11/2010",2010-06-11,-382230
"06/11/2010",2010-06-11,10767.17
"06/14/2010",2010-06-14,-376900
"06/14/2010",2010-06-14,216582.77
"06/15/2010",2010-06-15,-7177225
"06/15/2010",2010-06-15,-399155.94
"06/15/2010",2010-06-15,-231922.38
"06/15/2010",2010-06-15,-14281.97
"06/15/2010",2010-06-15,-319690.21
"06/15/2010",2010-06-15,-112916.28
"06/16/2010",2010-06-16,72000
"06/16/2010",2010-06-16,-639100
"06/17/2010",2010-06-17,-552500
"06/18/2010",2010-06-18,294000
"06/18/2010",2010-06-18,-6206.73
"06/18/2010",2010-06-18,-554500
"06/21/2010",2010-06-21,186000
"06/21/2010",2010-06-21,-459400
"06/22/2010",2010-06-22,130000
"06/22/2010",2010-06-22,-6799100
"06/23/2010",2010-06-23,135000
"06/23/2010",2010-06-23,-681600
"06/24/2010",2010-06-24,246000
"06/24/2010",2010-06-24,-469000
"06/24/2010",2010-06-24,-32559.64
"06/25/2010",2010-06-25,-361500
"06/28/2010",2010-06-28,160000
"06/28/2010",2010-06-28,-385200
"06/29/2010",2010-06-29,245000
"06/29/2010",2010-06-29,-6766000
"06/29/2010",2010-06-29,-131074.71
"06/29/2010",2010-06-29,20529
"06/30/2010",2010-06-30,45000
"06/30/2010",2010-06-30,-624500
"06/30/2010",2010-06-30,-20529
"06/30/2010",2010-06-30,-20529
"06/30/2010",2010-06-30,0
"06/30/2010",2010-06-30,1204667.17
"06/01/2011",2011-06-01,194000
"06/01/2011",2011-06-01,-221954.85
"06/01/2011",2011-06-01,14563.61
"06/01/2011",2011-06-01,9451.89
"06/01/2011",2011-06-01,168661.35
"06/02/2011",2011-06-02,269000
"06/02/2011",2011-06-02,752749.38
"06/02/2011",2011-06-02,-15491.8
"06/02/2011",2011-06-02,6686.01
"06/02/2011",2011-06-02,8805.79
"06/02/2011",2011-06-02,1855.6
"06/02/2011",2011-06-02,-447034.36
"06/02/2011",2011-06-02,-33385.67
"06/02/2011",2011-06-02,-86816.05
"06/02/2011",2011-06-02,-40388.2
"06/02/2011",2011-06-02,-171119.56
"06/02/2011",2011-06-02,-177457.43
"06/03/2011",2011-06-03,134000
"06/03/2011",2011-06-03,-292890.72
"06/03/2011",2011-06-03,20826.21
"06/03/2011",2011-06-03,22035.12
"06/06/2011",2011-06-06,5349.03
"06/07/2011",2011-06-07,158000
"06/07/2011",2011-06-07,-68138.42
"06/07/2011",2011-06-07,4941.9
"06/07/2011",2011-06-07,9825.22
"06/07/2011",2011-06-07,-106803.94
"06/08/2011",2011-06-08,34000
"06/08/2011",2011-06-08,-158000
"06/09/2011",2011-06-09,96100
"06/09/2011",2011-06-09,-34000
"06/09/2011",2011-06-09,1093.8
"06/09/2011",2011-06-09,10.66
"06/10/2011",2011-06-10,47000
"06/10/2011",2011-06-10,633941.95
"06/10/2011",2011-06-10,646.99
"06/10/2011",2011-06-10,-84923.15
"06/10/2011",2011-06-10,-429501.39
"06/10/2011",2011-06-10,-110510.18
"06/10/2011",2011-06-10,-7113.6
"06/10/2011",2011-06-10,-99745.08
"06/13/2011",2011-06-13,104000
"06/13/2011",2011-06-13,-47000
"06/14/2011",2011-06-14,67000
"06/14/2011",2011-06-14,-345056.54
"06/14/2011",2011-06-14,241056.54
"06/15/2011",2011-06-15,-165975.16
"06/15/2011",2011-06-15,98975.16
"06/16/2011",2011-06-16,71000
"06/17/2011",2011-06-17,201000
"06/17/2011",2011-06-17,672407.27
"06/17/2011",2011-06-17,-216716.41
"06/17/2011",2011-06-17,-294338.42
"06/17/2011",2011-06-17,-201345.51
"06/17/2011",2011-06-17,-31006.93
"06/20/2011",2011-06-20,133000
"06/20/2011",2011-06-20,-201000
"06/21/2011",2011-06-21,388000
"06/21/2011",2011-06-21,-133000
"06/22/2011",2011-06-22,206000
"06/22/2011",2011-06-22,-388000
"06/23/2011",2011-06-23,119000
"06/23/2011",2011-06-23,-2691.5
"06/23/2011",2011-06-23,-213625.84
"06/23/2011",2011-06-23,7625.84
"06/24/2011",2011-06-24,232000
"06/24/2011",2011-06-24,-108932.09
"06/24/2011",2011-06-24,952.5
"06/24/2011",2011-06-24,-10067.91
"06/27/2011",2011-06-27,225000
"06/27/2011",2011-06-27,-232952.5
"06/28/2011",2011-06-28,192000
"06/28/2011",2011-06-28,-225000
"06/29/2011",2011-06-29,286000
"06/29/2011",2011-06-29,-192000
"06/30/2011",2011-06-30,326000
"06/30/2011",2011-06-30,-286000
"06/30/2011",2011-06-30,0
"06/30/2011",2011-06-30,202918.08
"06/01/2012",2012-06-01,60000
"06/01/2012",2012-06-01,-326200
"06/01/2012",2012-06-01,102.4
"06/01/2012",2012-06-01,-95092.55
"06/04/2012",2012-06-04,-255200
"06/05/2012",2012-06-05,62000
"06/05/2012",2012-06-05,-4432000
"06/06/2012",2012-06-06,107000
"06/06/2012",2012-06-06,-545200
"06/07/2012",2012-06-07,82000
"06/07/2012",2012-06-07,-296100
"06/08/2012",2012-06-08,43000
"06/08/2012",2012-06-08,-29000
"06/08/2012",2012-06-08,-304900
"06/11/2012",2012-06-11,40000
"06/11/2012",2012-06-11,-310800
"06/12/2012",2012-06-12,65000
"06/12/2012",2012-06-12,-4627200
"06/13/2012",2012-06-13,39000
"06/13/2012",2012-06-13,-389100
"06/14/2012",2012-06-14,25000
"06/14/2012",2012-06-14,-503300
"06/15/2012",2012-06-15,75000
"06/15/2012",2012-06-15,-33800
"06/15/2012",2012-06-15,-305700
"06/18/2012",2012-06-18,123000
"06/18/2012",2012-06-18,-292000
"06/19/2012",2012-06-19,160000
"06/19/2012",2012-06-19,-4685200
"06/20/2012",2012-06-20,130000
"06/20/2012",2012-06-20,-542550
"06/21/2012",2012-06-21,-400800
"06/22/2012",2012-06-22,140000
"06/22/2012",2012-06-22,-304650
"06/22/2012",2012-06-22,8046.59
"06/25/2012",2012-06-25,72000
"06/25/2012",2012-06-25,-10541.07
"06/25/2012",2012-06-25,-274800
"06/26/2012",2012-06-26,138000
"06/26/2012",2012-06-26,-4754500
"06/27/2012",2012-06-27,139000
"06/27/2012",2012-06-27,-615000
"06/28/2012",2012-06-28,153000
"06/28/2012",2012-06-28,-428000
"06/29/2012",2012-06-29,114000
"06/29/2012",2012-06-29,-262000
"06/30/2012",2012-06-30,0
"06/30/2012",2012-06-30,655574.99
"06/03/2013",2013-06-03,-238400
"06/04/2013",2013-06-04,56000
"06/04/2013",2013-06-04,-4135950
"06/04/2013",2013-06-04,-145796.3
"06/04/2013",2013-06-04,-29932.31
"06/05/2013",2013-06-05,77000
"06/05/2013",2013-06-05,-438500
"06/06/2013",2013-06-06,-264100
"06/07/2013",2013-06-07,-247100
"06/10/2013",2013-06-10,-180800
"06/11/2013",2013-06-11,-4284900
"06/12/2013",2013-06-12,-471950
"06/12/2013",2013-06-12,-32626.43
"06/12/2013",2013-06-12,-40386.67
"06/13/2013",2013-06-13,85000
"06/13/2013",2013-06-13,-337250
"06/14/2013",2013-06-14,68000
"06/14/2013",2013-06-14,-259100
"06/14/2013",2013-06-14,-27780
"06/14/2013",2013-06-14,201105.9
"06/14/2013",2013-06-14,-277739.23
"06/17/2013",2013-06-17,77000
"06/17/2013",2013-06-17,-276100
"06/18/2013",2013-06-18,139000
"06/18/2013",2013-06-18,-4304700
"06/18/2013",2013-06-18,214.4
"06/19/2013",2013-06-19,144000
"06/19/2013",2013-06-19,-472500
"06/20/2013",2013-06-20,186000
"06/20/2013",2013-06-20,-31928.65
"06/20/2013",2013-06-20,-296650
"06/21/2013",2013-06-21,130000
"06/21/2013",2013-06-21,-230000
"06/21/2013",2013-06-21,-23241.56
"06/24/2013",2013-06-24,54000
"06/24/2013",2013-06-24,-261100
"06/24/2013",2013-06-24,-18460
"06/24/2013",2013-06-24,1495.89
"06/25/2013",2013-06-25,-4391550
"06/26/2013",2013-06-26,110000
"06/26/2013",2013-06-26,-403000
"06/27/2013",2013-06-27,84000
"06/27/2013",2013-06-27,-311600
"06/28/2013",2013-06-28,134000
"06/28/2013",2013-06-28,-185150
"06/28/2013",2013-06-28,-1100
"06/28/2013",2013-06-28,-11740
"06/30/2013",2013-06-30,0
"06/30/2013",2013-06-30,1265750.77
"06/02/2014",2014-06-02,-151450
"06/03/2014",2014-06-03,106000
"06/03/2014",2014-06-03,-3656050
"06/04/2014",2014-06-04,49000
"06/04/2014",2014-06-04,-225000
"06/05/2014",2014-06-05,119000
"06/05/2014",2014-06-05,-197000
"06/06/2014",2014-06-06,-163000
"06/06/2014",2014-06-06,-107370
"06/09/2014",2014-06-09,-167400
"06/10/2014",2014-06-10,-3714200
"06/10/2014",2014-06-10,2264.76
"06/11/2014",2014-06-11,-353500
"06/12/2014",2014-06-12,34000
"06/12/2014",2014-06-12,-246000
"06/13/2014",2014-06-13,91000
"06/13/2014",2014-06-13,-220000
"06/16/2014",2014-06-16,64000
"06/16/2014",2014-06-16,-199000
"06/16/2014",2014-06-16,-152094.61
"06/16/2014",2014-06-16,-33157.15
"06/17/2014",2014-06-17,110000
"06/17/2014",2014-06-17,-3888000
"06/17/2014",2014-06-17,4547.11
"06/18/2014",2014-06-18,87000
"06/18/2014",2014-06-18,-333000
"06/19/2014",2014-06-19,64000
"06/19/2014",2014-06-19,-237000
"06/20/2014",2014-06-20,107000
"06/20/2014",2014-06-20,-176000
"06/23/2014",2014-06-23,-165600
"06/23/2014",2014-06-23,-180338
"06/24/2014",2014-06-24,-3934800
"06/24/2014",2014-06-24,98000
"06/25/2014",2014-06-25,148000
"06/25/2014",2014-06-25,-344050
"06/26/2014",2014-06-26,145000
"06/26/2014",2014-06-26,-83700
"06/27/2014",2014-06-27,145000
"06/27/2014",2014-06-27,-164777.96
"06/27/2014",2014-06-27,-175450
"06/27/2014",2014-06-27,-26924.83
"06/30/2014",2014-06-30,81000
"06/30/2014",2014-06-30,-177100
"06/30/2014",2014-06-30,-63193
"06/30/2014",2014-06-30,-10929
"06/30/2014",2014-06-30,1852892.73
"06/30/2014",2014-06-30,0
"06/01/2015",2015-06-01,-1e+05
"06/02/2015",2015-06-02,15000
"06/02/2015",2015-06-02,-3059950
"06/03/2015",2015-06-03,51000
"06/03/2015",2015-06-03,-281000
"06/03/2015",2015-06-03,2345.17
"06/04/2015",2015-06-04,-164500
"06/05/2015",2015-06-05,-50250
"06/05/2015",2015-06-05,-88123.22
"06/08/2015",2015-06-08,-166400
"06/08/2015",2015-06-08,69.95
"06/08/2015",2015-06-08,164.9
"06/08/2015",2015-06-08,2267.05
"06/09/2015",2015-06-09,25000
"06/09/2015",2015-06-09,-3050500
"06/09/2015",2015-06-09,-153122.26
"06/10/2015",2015-06-10,-313150
"06/11/2015",2015-06-11,17000
"06/11/2015",2015-06-11,-162550
"06/12/2015",2015-06-12,19000
"06/12/2015",2015-06-12,-26500
"06/12/2015",2015-06-12,-166300
"06/12/2015",2015-06-12,-106197
"06/15/2015",2015-06-15,24000
"06/15/2015",2015-06-15,-108300
"06/16/2015",2015-06-16,44000
"06/16/2015",2015-06-16,-3115900
"06/17/2015",2015-06-17,-300400
"06/17/2015",2015-06-17,-2348.02
"06/17/2015",2015-06-17,-2747.75
"06/18/2015",2015-06-18,202000
"06/18/2015",2015-06-18,-158200
"06/18/2015",2015-06-18,1918.19
"06/19/2015",2015-06-19,108000
"06/19/2015",2015-06-19,-151650
"06/19/2015",2015-06-19,-69500
"06/19/2015",2015-06-19,3787.58
"06/19/2015",2015-06-19,-67739.45
"06/22/2015",2015-06-22,89000
"06/22/2015",2015-06-22,-164700
"06/23/2015",2015-06-23,85000
"06/23/2015",2015-06-23,-69901.28
"06/23/2015",2015-06-23,-3219800
"06/24/2015",2015-06-24,43000
"06/24/2015",2015-06-24,-270900
"06/24/2015",2015-06-24,-29684
"06/24/2015",2015-06-24,-5388
"06/25/2015",2015-06-25,88000
"06/25/2015",2015-06-25,-160900
"06/26/2015",2015-06-26,53000
"06/26/2015",2015-06-26,-147850
"06/29/2015",2015-06-29,50000
"06/29/2015",2015-06-29,-148550
"06/30/2015",2015-06-30,75000
"06/30/2015",2015-06-30,-128671.09
"06/30/2015",2015-06-30,-3226650
"06/30/2015",2015-06-30,-38652
"06/30/2015",2015-06-30,-1734
"06/30/2015",2015-06-30,0
"06/30/2015",2015-06-30,2413474.21
"06/01/2016",2016-06-01,36000
"06/01/2016",2016-06-01,-474200
"06/02/2016",2016-06-02,72000
"06/02/2016",2016-06-02,-192200
"06/03/2016",2016-06-03,24000
"06/03/2016",2016-06-03,-113500
"06/03/2016",2016-06-03,1644.36
"06/03/2016",2016-06-03,-72449.18
"06/03/2016",2016-06-03,-24929.25
"06/03/2016",2016-06-03,-44729.68
"06/06/2016",2016-06-06,-110000
"06/07/2016",2016-06-07,84000
"06/07/2016",2016-06-07,145000
"06/07/2016",2016-06-07,-2830100
"06/08/2016",2016-06-08,29000
"06/08/2016",2016-06-08,-312150
"06/08/2016",2016-06-08,154021.63
"06/09/2016",2016-06-09,34000
"06/09/2016",2016-06-09,-109600
"06/10/2016",2016-06-10,20000
"06/10/2016",2016-06-10,-176250
"06/10/2016",2016-06-10,-101255
"06/10/2016",2016-06-10,-1600.24
"06/10/2016",2016-06-10,-4302
"06/13/2016",2016-06-13,37000
"06/13/2016",2016-06-13,-161750
"06/14/2016",2016-06-14,-2929050
"06/15/2016",2016-06-15,76000
"06/15/2016",2016-06-15,-292350
"06/15/2016",2016-06-15,-48645
"06/15/2016",2016-06-15,742.02
"06/15/2016",2016-06-15,-3004
"06/16/2016",2016-06-16,73000
"06/16/2016",2016-06-16,-190550
"06/17/2016",2016-06-17,95000
"06/17/2016",2016-06-17,-127500
"06/17/2016",2016-06-17,-455.48
"06/20/2016",2016-06-20,84000
"06/20/2016",2016-06-20,-157100
"06/21/2016",2016-06-21,96000
"06/21/2016",2016-06-21,-2949850
"06/21/2016",2016-06-21,127079.02
"06/22/2016",2016-06-22,76000
"06/22/2016",2016-06-22,-275800
"06/22/2016",2016-06-22,358.88
"06/23/2016",2016-06-23,87000
"06/23/2016",2016-06-23,-147700
"06/24/2016",2016-06-24,-157600
"06/24/2016",2016-06-24,-17894
"06/27/2016",2016-06-27,72000
"06/27/2016",2016-06-27,-142100
"06/28/2016",2016-06-28,-3061750
"06/29/2016",2016-06-29,80000
"06/29/2016",2016-06-29,-86850
"06/30/2016",2016-06-30,92000
"06/30/2016",2016-06-30,-183450
"06/30/2016",2016-06-30,-22891
"06/30/2016",2016-06-30,-3936
"06/30/2016",2016-06-30,0
"06/30/2016",2016-06-30,2812365.12
"06/01/2017",2017-06-01,8e+06
"06/01/2017",2017-06-01,-135100
"06/02/2017",2017-06-02,5e+05
"06/02/2017",2017-06-02,-167800
"06/05/2017",2017-06-05,-237000
"06/06/2017",2017-06-06,2e+05
"06/06/2017",2017-06-06,5698.69
"06/07/2017",2017-06-07,1e+05
"06/07/2017",2017-06-07,-2498400
"06/07/2017",2017-06-07,179743.83
"06/08/2017",2017-06-08,73000
"06/08/2017",2017-06-08,-148450
"06/09/2017",2017-06-09,40000
"06/09/2017",2017-06-09,-93783.16
"06/12/2017",2017-06-12,21000
"06/12/2017",2017-06-12,-153150
"06/13/2017",2017-06-13,69000
"06/13/2017",2017-06-13,-2503150
"06/13/2017",2017-06-13,5030.46
"06/14/2017",2017-06-14,45000
"06/14/2017",2017-06-14,-250650
"06/14/2017",2017-06-14,-107349.39
"06/14/2017",2017-06-14,-979.98
"06/15/2017",2017-06-15,7000
"06/15/2017",2017-06-15,-182700
"06/16/2017",2017-06-16,10000
"06/16/2017",2017-06-16,-56300
"06/16/2017",2017-06-16,-80540
"06/16/2017",2017-06-16,-24233.63
"06/16/2017",2017-06-16,-6095
"06/19/2017",2017-06-19,28000
"06/19/2017",2017-06-19,-142700
"06/20/2017",2017-06-20,1186000
"06/20/2017",2017-06-20,-2571350
"06/20/2017",2017-06-20,542.51
"06/21/2017",2017-06-21,27000
"06/21/2017",2017-06-21,-252150
"06/22/2017",2017-06-22,78000
"06/22/2017",2017-06-22,-169750
"06/23/2017",2017-06-23,91000
"06/23/2017",2017-06-23,-129750
"06/26/2017",2017-06-26,158000
"06/26/2017",2017-06-26,-96800
"06/27/2017",2017-06-27,56000
"06/27/2017",2017-06-27,-2668250
"06/28/2017",2017-06-28,82000
"06/28/2017",2017-06-28,-274000
"06/29/2017",2017-06-29,64000
"06/29/2017",2017-06-29,-150650
"06/30/2017",2017-06-30,60000
"06/30/2017",2017-06-30,-160500
"06/30/2017",2017-06-30,-45030
"06/30/2017",2017-06-30,-2900
"06/30/2017",2017-06-30,0
"06/30/2017",2017-06-30,3069079.34
"07/01/2005",2005-07-01,11269.13
"07/01/2005",2005-07-01,1524847.69
"07/01/2005",2005-07-01,80000
"07/01/2005",2005-07-01,-292847.43
"07/01/2005",2005-07-01,-165000
"07/05/2005",2005-07-05,94000
"07/05/2005",2005-07-05,-2745000
"07/06/2005",2005-07-06,90000
"07/06/2005",2005-07-06,-1008000
"07/07/2005",2005-07-07,238000
"07/07/2005",2005-07-07,-563000
"07/08/2005",2005-07-08,271000
"07/08/2005",2005-07-08,-203000
"07/11/2005",2005-07-11,213000
"07/11/2005",2005-07-11,-197000
"07/12/2005",2005-07-12,782000
"07/12/2005",2005-07-12,-9328.94
"07/12/2005",2005-07-12,-42292.08
"07/12/2005",2005-07-12,-3008500
"07/13/2005",2005-07-13,568000
"07/13/2005",2005-07-13,-37265.28
"07/13/2005",2005-07-13,-1081500
"07/14/2005",2005-07-14,780000
"07/14/2005",2005-07-14,-484000
"07/15/2005",2005-07-15,827000
"07/15/2005",2005-07-15,-277000
"07/18/2005",2005-07-18,710000
"07/18/2005",2005-07-18,-247000
"07/19/2005",2005-07-19,686000
"07/19/2005",2005-07-19,-3336000
"07/20/2005",2005-07-20,655000
"07/20/2005",2005-07-20,-913000
"07/21/2005",2005-07-21,1089000
"07/21/2005",2005-07-21,-414000
"07/21/2005",2005-07-21,-325.2
"07/21/2005",2005-07-21,-1672.4
"07/21/2005",2005-07-21,-684.86
"07/21/2005",2005-07-21,-2192.37
"07/21/2005",2005-07-21,-4557.44
"07/21/2005",2005-07-21,-11287.85
"07/21/2005",2005-07-21,-1134.68
"07/21/2005",2005-07-21,-1625.37
"07/22/2005",2005-07-22,1044000
"07/22/2005",2005-07-22,-240000
"07/25/2005",2005-07-25,1400000
"07/25/2005",2005-07-25,-244500
"07/25/2005",2005-07-25,-178.8
"07/26/2005",2005-07-26,1060000
"07/26/2005",2005-07-26,-3301000
"07/27/2005",2005-07-27,1500000
"07/27/2005",2005-07-27,-824000
"07/28/2005",2005-07-28,1524000
"07/28/2005",2005-07-28,-292500
"07/29/2005",2005-07-29,1679000
"07/29/2005",2005-07-29,-250500
"07/03/2006",2006-07-03,85000
"07/03/2006",2006-07-03,-615465.64
"07/03/2006",2006-07-03,-2151000
"07/05/2006",2006-07-05,-1310500
"07/06/2006",2006-07-06,-417500
"07/07/2006",2006-07-07,-14681.63
"07/07/2006",2006-07-07,-205000
"07/10/2006",2006-07-10,120000
"07/10/2006",2006-07-10,-6712.26
"07/10/2006",2006-07-10,-2301000
"07/11/2006",2006-07-11,269000
"07/11/2006",2006-07-11,-1438.39
"07/11/2006",2006-07-11,-1166000
"07/12/2006",2006-07-12,426000
"07/12/2006",2006-07-12,-1408.81
"07/12/2006",2006-07-12,-133.53
"07/12/2006",2006-07-12,-703000
"07/13/2006",2006-07-13,876000
"07/13/2006",2006-07-13,-2474.62
"07/13/2006",2006-07-13,-78624.24
"07/13/2006",2006-07-13,-406000
"07/14/2006",2006-07-14,580000
"07/14/2006",2006-07-14,-336862.84
"07/14/2006",2006-07-14,-782.17
"07/14/2006",2006-07-14,-248000
"07/17/2006",2006-07-17,373000
"07/17/2006",2006-07-17,877.46
"07/17/2006",2006-07-17,-852.91
"07/17/2006",2006-07-17,3323.78
"07/17/2006",2006-07-17,-2531500
"07/18/2006",2006-07-18,534000
"07/18/2006",2006-07-18,20633.21
"07/18/2006",2006-07-18,-83.61
"07/18/2006",2006-07-18,-5125.37
"07/18/2006",2006-07-18,-22914.99
"07/18/2006",2006-07-18,139448.38
"07/18/2006",2006-07-18,2743.28
"07/18/2006",2006-07-18,2042.19
"07/18/2006",2006-07-18,-1187000
"07/19/2006",2006-07-19,515000
"07/19/2006",2006-07-19,-3261.46
"07/19/2006",2006-07-19,-19.36
"07/19/2006",2006-07-19,257.76
"07/19/2006",2006-07-19,3976.17
"07/19/2006",2006-07-19,9006.58
"07/19/2006",2006-07-19,-557500
"07/20/2006",2006-07-20,630000
"07/20/2006",2006-07-20,-306000
"07/20/2006",2006-07-20,6591.89
"07/20/2006",2006-07-20,-814.94
"07/20/2006",2006-07-20,-8600.79
"07/20/2006",2006-07-20,-26016.81
"07/21/2006",2006-07-21,840000
"07/21/2006",2006-07-21,71.76
"07/21/2006",2006-07-21,19127.55
"07/21/2006",2006-07-21,-93526.11
"07/21/2006",2006-07-21,-28957.99
"07/21/2006",2006-07-21,-19189.08
"07/21/2006",2006-07-21,16892.68
"07/21/2006",2006-07-21,3673.31
"07/21/2006",2006-07-21,-169000
"07/24/2006",2006-07-24,727000
"07/24/2006",2006-07-24,25733
"07/24/2006",2006-07-24,4953.82
"07/24/2006",2006-07-24,-1040.66
"07/24/2006",2006-07-24,1499.79
"07/24/2006",2006-07-24,552.31
"07/24/2006",2006-07-24,-2483500
"07/25/2006",2006-07-25,261000
"07/25/2006",2006-07-25,5034.76
"07/25/2006",2006-07-25,-11209.42
"07/25/2006",2006-07-25,-516532.15
"07/25/2006",2006-07-25,-76075.96
"07/25/2006",2006-07-25,-1137000
"07/26/2006",2006-07-26,617000
"07/26/2006",2006-07-26,154038.65
"07/26/2006",2006-07-26,956.97
"07/26/2006",2006-07-26,2542.56
"07/26/2006",2006-07-26,1768.3
"07/26/2006",2006-07-26,8528.6
"07/26/2006",2006-07-26,4491.59
"07/26/2006",2006-07-26,-20826.48
"07/26/2006",2006-07-26,-149.92
"07/26/2006",2006-07-26,-11336.79
"07/26/2006",2006-07-26,-418000
"07/27/2006",2006-07-27,1880000
"07/27/2006",2006-07-27,2465.82
"07/27/2006",2006-07-27,7273.93
"07/27/2006",2006-07-27,10108.39
"07/27/2006",2006-07-27,788.78
"07/27/2006",2006-07-27,-14614.44
"07/27/2006",2006-07-27,-266.36
"07/27/2006",2006-07-27,-154787.4
"07/27/2006",2006-07-27,16254.82
"07/27/2006",2006-07-27,153272.1
"07/27/2006",2006-07-27,-203000
"07/28/2006",2006-07-28,1484000
"07/28/2006",2006-07-28,14690.7
"07/28/2006",2006-07-28,149.46
"07/28/2006",2006-07-28,-199000
"07/31/2006",2006-07-31,1735000
"07/31/2006",2006-07-31,3982.48
"07/31/2006",2006-07-31,8831.4
"07/31/2006",2006-07-31,-118701.74
"07/31/2006",2006-07-31,-116622.67
"07/31/2006",2006-07-31,-150435.56
"07/31/2006",2006-07-31,-2495200
"07/02/2007",2007-07-02,1290246.71
"07/02/2007",2007-07-02,9907.57
"07/02/2007",2007-07-02,135000
"07/02/2007",2007-07-02,-186200
"07/03/2007",2007-07-03,80000
"07/03/2007",2007-07-03,-3355900
"07/05/2007",2007-07-05,75000
"07/05/2007",2007-07-05,-335300
"07/06/2007",2007-07-06,2e+05
"07/06/2007",2007-07-06,-349400
"07/09/2007",2007-07-09,257000
"07/09/2007",2007-07-09,-170000
"07/10/2007",2007-07-10,313000
"07/10/2007",2007-07-10,-3626000
"07/11/2007",2007-07-11,234000
"07/11/2007",2007-07-11,-519000
"07/12/2007",2007-07-12,150000
"07/12/2007",2007-07-12,-146.06
"07/12/2007",2007-07-12,-390000
"07/13/2007",2007-07-13,549000
"07/13/2007",2007-07-13,-312000
"07/16/2007",2007-07-16,392000
"07/16/2007",2007-07-16,-246500
"07/16/2007",2007-07-16,21529.74
"07/16/2007",2007-07-16,200659.77
"07/16/2007",2007-07-16,134.73
"07/16/2007",2007-07-16,3373.01
"07/17/2007",2007-07-17,225000
"07/17/2007",2007-07-17,10627.33
"07/17/2007",2007-07-17,-9042.88
"07/17/2007",2007-07-17,-383673.02
"07/17/2007",2007-07-17,-20774.14
"07/17/2007",2007-07-17,-10.36
"07/17/2007",2007-07-17,-80509.35
"07/17/2007",2007-07-17,-3003.06
"07/17/2007",2007-07-17,-11247.99
"07/17/2007",2007-07-17,-2727.04
