"date1","date","trans"
"03/10/2015",2015-03-10,-1470200
"03/10/2015",2015-03-10,-17263.65
"03/10/2015",2015-03-10,-37129.12
"03/11/2015",2015-03-11,-335850
"03/12/2015",2015-03-12,15000
"03/12/2015",2015-03-12,769.71
"03/12/2015",2015-03-12,-22462.76
"03/12/2015",2015-03-12,-71327.95
"03/13/2015",2015-03-13,-159900
"03/13/2015",2015-03-13,-1037328
"03/16/2015",2015-03-16,5000
"03/16/2015",2015-03-16,-175800
"03/16/2015",2015-03-16,-81145.55
"03/16/2015",2015-03-16,-8203.16
"03/16/2015",2015-03-16,-79142.17
"03/17/2015",2015-03-17,-3025100
"03/18/2015",2015-03-18,-328050
"03/19/2015",2015-03-19,-236690
"03/19/2015",2015-03-19,2725.02
"03/19/2015",2015-03-19,5441.14
"03/20/2015",2015-03-20,36000
"03/20/2015",2015-03-20,-94200
"03/23/2015",2015-03-23,76000
"03/23/2015",2015-03-23,-138600
"03/24/2015",2015-03-24,40000
"03/24/2015",2015-03-24,-2976400
"03/24/2015",2015-03-24,-2706.04
"03/24/2015",2015-03-24,62.01
"03/25/2015",2015-03-25,30000
"03/25/2015",2015-03-25,-258250
"03/26/2015",2015-03-26,20000
"03/26/2015",2015-03-26,-7500
"03/27/2015",2015-03-27,-131650
"03/27/2015",2015-03-27,-128932
"03/27/2015",2015-03-27,-32154
"03/30/2015",2015-03-30,39000
"03/30/2015",2015-03-30,-127050
"03/31/2015",2015-03-31,40000
"03/31/2015",2015-03-31,-2991500
"03/31/2015",2015-03-31,-8524
"03/31/2015",2015-03-31,0
"03/31/2015",2015-03-31,1924137.64
"03/01/2016",2016-03-01,42000
"03/01/2016",2016-03-01,-3032550
"03/02/2016",2016-03-02,45000
"03/02/2016",2016-03-02,-268500
"03/02/2016",2016-03-02,-29455.95
"03/02/2016",2016-03-02,-98512.75
"03/02/2016",2016-03-02,-22139.69
"03/02/2016",2016-03-02,1815.61
"03/03/2016",2016-03-03,-194300
"03/04/2016",2016-03-04,30000
"03/07/2016",2016-03-07,36000
"03/08/2016",2016-03-08,28000
"03/08/2016",2016-03-08,-1939250
"03/08/2016",2016-03-08,-583.65
"03/08/2016",2016-03-08,-72097.94
"03/09/2016",2016-03-09,26000
"03/10/2016",2016-03-10,19000
"03/10/2016",2016-03-10,120959.43
"03/11/2016",2016-03-11,16000
"03/11/2016",2016-03-11,693.67
"03/15/2016",2016-03-15,37000
"03/15/2016",2016-03-15,-2559300
"03/15/2016",2016-03-15,-106140
"03/15/2016",2016-03-15,8165.77
"03/15/2016",2016-03-15,-7232
"03/16/2016",2016-03-16,12000
"03/16/2016",2016-03-16,-271850
"03/18/2016",2016-03-18,-31100
"03/18/2016",2016-03-18,-316074
"03/18/2016",2016-03-18,-11845
"03/21/2016",2016-03-21,36000
"03/21/2016",2016-03-21,-127600
"03/22/2016",2016-03-22,41000
"03/22/2016",2016-03-22,-2844900
"03/22/2016",2016-03-22,764.88
"03/23/2016",2016-03-23,22000
"03/23/2016",2016-03-23,-260850
"03/23/2016",2016-03-23,-2153.26
"03/24/2016",2016-03-24,21000
"03/24/2016",2016-03-24,-139450
"03/25/2016",2016-03-25,12000
"03/25/2016",2016-03-25,513.13
"03/28/2016",2016-03-28,287.75
"03/28/2016",2016-03-28,-100950
"03/29/2016",2016-03-29,-2775250
"03/30/2016",2016-03-30,38000
"03/30/2016",2016-03-30,-280400
"03/31/2016",2016-03-31,42000
"03/31/2016",2016-03-31,-30050
"03/31/2016",2016-03-31,-68634
"03/31/2016",2016-03-31,-42213.91
"03/31/2016",2016-03-31,-4270
"03/31/2016",2016-03-31,0
"03/31/2016",2016-03-31,2483782.99
"03/01/2017",2017-03-01,45000
"03/01/2017",2017-03-01,-227100
"03/01/2017",2017-03-01,-111657.77
"03/01/2017",2017-03-01,-25177.38
"03/02/2017",2017-03-02,20000
"03/02/2017",2017-03-02,0
"03/02/2017",2017-03-02,-152900
"03/03/2017",2017-03-03,13000
"03/03/2017",2017-03-03,1853.11
"03/03/2017",2017-03-03,-15740.85
"03/07/2017",2017-03-07,-2406200
"03/07/2017",2017-03-07,-18087.27
"03/07/2017",2017-03-07,-14466.02
"03/08/2017",2017-03-08,1e+05
"03/09/2017",2017-03-09,38000
"03/09/2017",2017-03-09,-28217.71
"03/13/2017",2017-03-13,5900.23
"03/14/2017",2017-03-14,-1470050
"03/14/2017",2017-03-14,108533.71
"03/15/2017",2017-03-15,11000
"03/15/2017",2017-03-15,-267550
"03/15/2017",2017-03-15,-59094.94
"03/17/2017",2017-03-17,-50500
"03/17/2017",2017-03-17,-70151.76
"03/17/2017",2017-03-17,-4609.62
"03/17/2017",2017-03-17,-2393.62
"03/20/2017",2017-03-20,-105100
"03/21/2017",2017-03-21,-2416600
"03/22/2017",2017-03-22,-246200
"03/23/2017",2017-03-23,-131855.71
"03/24/2017",2017-03-24,-75150
"03/27/2017",2017-03-27,-131650
"03/28/2017",2017-03-28,-2411000
"03/28/2017",2017-03-28,7.22
"03/29/2017",2017-03-29,15000
"03/29/2017",2017-03-29,-230600
"03/30/2017",2017-03-30,47000
"03/31/2017",2017-03-31,19000
"03/31/2017",2017-03-31,-193700
"03/31/2017",2017-03-31,-290182
"03/31/2017",2017-03-31,3711.44
"03/31/2017",2017-03-31,-14717
"03/31/2017",2017-03-31,0
"03/31/2017",2017-03-31,2809357.89
"04/01/2005",2005-04-01,1559040.31
"04/01/2005",2005-04-01,11504.49
"04/01/2005",2005-04-01,-169000
"04/01/2005",2005-04-01,112000
"04/04/2005",2005-04-04,-105000
"04/04/2005",2005-04-04,214000
"04/05/2005",2005-04-05,-2725000
"04/05/2005",2005-04-05,401000
"04/06/2005",2005-04-06,-612000
"04/06/2005",2005-04-06,421000
"04/07/2005",2005-04-07,-281000
"04/07/2005",2005-04-07,634000
"04/08/2005",2005-04-08,-32000
"04/08/2005",2005-04-08,-136000
"04/08/2005",2005-04-08,433000
"04/11/2005",2005-04-11,-108000
"04/11/2005",2005-04-11,601000
"04/12/2005",2005-04-12,-2629000
"04/12/2005",2005-04-12,663000
"04/13/2005",2005-04-13,-563000
"04/13/2005",2005-04-13,1713000
"04/14/2005",2005-04-14,289
"04/14/2005",2005-04-14,-283000
"04/14/2005",2005-04-14,1200000
"04/15/2005",2005-04-15,-129000
"04/15/2005",2005-04-15,1218000
"04/18/2005",2005-04-18,-73000
"04/18/2005",2005-04-18,928000
"04/19/2005",2005-04-19,-2637000
"04/19/2005",2005-04-19,1421000
"04/20/2005",2005-04-20,-538000
"04/20/2005",2005-04-20,19175.25
"04/20/2005",2005-04-20,2122.13
"04/20/2005",2005-04-20,2198000
"04/21/2005",2005-04-21,22486.06
"04/21/2005",2005-04-21,1378.9
"04/21/2005",2005-04-21,1617.69
"04/21/2005",2005-04-21,-284000
"04/21/2005",2005-04-21,1835000
"04/22/2005",2005-04-22,35484.79
"04/22/2005",2005-04-22,8796.78
"04/22/2005",2005-04-22,9194.45
"04/22/2005",2005-04-22,-5819.08
"04/22/2005",2005-04-22,-595.68
"04/22/2005",2005-04-22,-9253.86
"04/22/2005",2005-04-22,-389.92
"04/22/2005",2005-04-22,-13063.23
"04/22/2005",2005-04-22,-258131.23
"04/22/2005",2005-04-22,-6125.29
"04/22/2005",2005-04-22,-299.25
"04/22/2005",2005-04-22,59533.86
"04/22/2005",2005-04-22,124486.39
"04/22/2005",2005-04-22,-70000
"04/22/2005",2005-04-22,1673000
"04/25/2005",2005-04-25,-168000
"04/25/2005",2005-04-25,2458.55
"04/25/2005",2005-04-25,2500000
"04/26/2005",2005-04-26,-2714000
"04/26/2005",2005-04-26,14827.7
"04/26/2005",2005-04-26,13539.79
"04/26/2005",2005-04-26,1298.06
"04/26/2005",2005-04-26,7086.16
"04/26/2005",2005-04-26,470000
"04/27/2005",2005-04-27,1745000
"04/27/2005",2005-04-27,2222.71
"04/27/2005",2005-04-27,8256.51
"04/27/2005",2005-04-27,-1615
"04/27/2005",2005-04-27,-2383.6
"04/27/2005",2005-04-27,2743.35
"04/27/2005",2005-04-27,22370.54
"04/27/2005",2005-04-27,-479000
"04/28/2005",2005-04-28,-284000
"04/28/2005",2005-04-28,10264.44
"04/28/2005",2005-04-28,3112.53
"04/28/2005",2005-04-28,7849.79
"04/28/2005",2005-04-28,1237.86
"04/28/2005",2005-04-28,8532.52
"04/28/2005",2005-04-28,6304000
"04/29/2005",2005-04-29,3685.45
"04/29/2005",2005-04-29,172.86
"04/29/2005",2005-04-29,10324.43
"04/29/2005",2005-04-29,-24027.05
"04/29/2005",2005-04-29,-2153.66
"04/29/2005",2005-04-29,-82000
"04/29/2005",2005-04-29,8677000
"04/03/2006",2006-04-03,1301807.93
"04/03/2006",2006-04-03,9670.61
"04/03/2006",2006-04-03,82000
"04/03/2006",2006-04-03,-1890000
"04/04/2006",2006-04-04,67000
"04/04/2006",2006-04-04,-1085000
"04/05/2006",2006-04-05,205000
"04/05/2006",2006-04-05,-13012.94
"04/05/2006",2006-04-05,-407000
"04/06/2006",2006-04-06,309000
"04/06/2006",2006-04-06,-246000
"04/07/2006",2006-04-07,284000
"04/07/2006",2006-04-07,-542688.82
"04/07/2006",2006-04-07,-2085.07
"04/07/2006",2006-04-07,-327000
"04/10/2006",2006-04-10,480000
"04/10/2006",2006-04-10,-10629.04
"04/10/2006",2006-04-10,-93757.22
"04/10/2006",2006-04-10,-8369.74
"04/10/2006",2006-04-10,6933.78
"04/10/2006",2006-04-10,-1743000
"04/11/2006",2006-04-11,775000
"04/11/2006",2006-04-11,1911.48
"04/11/2006",2006-04-11,-526.85
"04/11/2006",2006-04-11,4129.45
"04/11/2006",2006-04-11,-1018500
"04/12/2006",2006-04-12,752000
"04/12/2006",2006-04-12,-11360.74
"04/12/2006",2006-04-12,-8653.5
"04/12/2006",2006-04-12,-10395.53
"04/12/2006",2006-04-12,-832.39
"04/12/2006",2006-04-12,2173.53
"04/12/2006",2006-04-12,-389500
"04/13/2006",2006-04-13,1e+06
"04/13/2006",2006-04-13,25798.41
"04/13/2006",2006-04-13,-106.25
"04/13/2006",2006-04-13,-266.18
"04/13/2006",2006-04-13,-8.26
"04/13/2006",2006-04-13,8214.41
"04/13/2006",2006-04-13,5036.03
"04/13/2006",2006-04-13,708.59
"04/13/2006",2006-04-13,-120000
"04/14/2006",2006-04-14,830000
"04/14/2006",2006-04-14,103149.55
"04/14/2006",2006-04-14,-124000
"04/17/2006",2006-04-17,1304000
"04/17/2006",2006-04-17,-1689800
"04/17/2006",2006-04-17,10984.42
"04/17/2006",2006-04-17,9315.54
"04/17/2006",2006-04-17,-2528.62
"04/17/2006",2006-04-17,-384435.93
"04/17/2006",2006-04-17,-1240.47
"04/17/2006",2006-04-17,-12098.61
"04/17/2006",2006-04-17,-92.05
"04/17/2006",2006-04-17,-33863
"04/18/2006",2006-04-18,1228000
"04/18/2006",2006-04-18,-1055400
"04/18/2006",2006-04-18,5312.71
"04/18/2006",2006-04-18,8687.8
"04/18/2006",2006-04-18,9598.09
"04/19/2006",2006-04-19,977000
"04/19/2006",2006-04-19,266.18
"04/19/2006",2006-04-19,13406.21
"04/19/2006",2006-04-19,4198.59
"04/19/2006",2006-04-19,-404200
"04/20/2006",2006-04-20,1848000
"04/20/2006",2006-04-20,22858.17
"04/20/2006",2006-04-20,468.87
"04/20/2006",2006-04-20,1716.74
"04/20/2006",2006-04-20,-141.2
"04/20/2006",2006-04-20,-506.33
"04/20/2006",2006-04-20,1691.56
"04/20/2006",2006-04-20,-286000
"04/21/2006",2006-04-21,1930000
"04/21/2006",2006-04-21,155182.56
"04/21/2006",2006-04-21,28679.71
"04/21/2006",2006-04-21,16988.19
"04/21/2006",2006-04-21,-5742.77
"04/21/2006",2006-04-21,-23834.7
"04/21/2006",2006-04-21,10255.53
"04/21/2006",2006-04-21,-154000
"04/24/2006",2006-04-24,1345000
"04/24/2006",2006-04-24,344.47
"04/24/2006",2006-04-24,9521.73
"04/24/2006",2006-04-24,-1690000
"04/25/2006",2006-04-25,509000
"04/25/2006",2006-04-25,6836.61
"04/25/2006",2006-04-25,-168303.69
"04/25/2006",2006-04-25,-21540.86
"04/25/2006",2006-04-25,-721.86
"04/25/2006",2006-04-25,-566.44
"04/25/2006",2006-04-25,270.55
"04/25/2006",2006-04-25,-926000
"04/26/2006",2006-04-26,1149000
"04/26/2006",2006-04-26,169712.19
"04/26/2006",2006-04-26,94837.42
"04/26/2006",2006-04-26,-413777.81
"04/26/2006",2006-04-26,-50869.41
"04/26/2006",2006-04-26,-3347.83
"04/26/2006",2006-04-26,-563.16
"04/26/2006",2006-04-26,-205589.32
"04/26/2006",2006-04-26,-96363.97
"04/26/2006",2006-04-26,-590000
"04/27/2006",2006-04-27,2362000
"04/27/2006",2006-04-27,5880.89
"04/27/2006",2006-04-27,12499.97
"04/27/2006",2006-04-27,-4403.39
"04/27/2006",2006-04-27,-762.53
"04/27/2006",2006-04-27,1757.12
"04/27/2006",2006-04-27,-404000
"04/28/2006",2006-04-28,5001000
"04/28/2006",2006-04-28,167.45
"04/28/2006",2006-04-28,-8279.79
"04/28/2006",2006-04-28,-178588.23
"04/28/2006",2006-04-28,-21095.21
"04/28/2006",2006-04-28,60094.65
"04/28/2006",2006-04-28,-159000
"04/02/2007",2007-04-02,1278252.49
"04/02/2007",2007-04-02,9812.22
"04/02/2007",2007-04-02,168000
"04/02/2007",2007-04-02,-2498000
"04/03/2007",2007-04-03,410000
"04/03/2007",2007-04-03,-854000
"04/04/2007",2007-04-04,87000
"04/04/2007",2007-04-04,-313000
"04/05/2007",2007-04-05,497000
"04/05/2007",2007-04-05,-211000
"04/06/2007",2007-04-06,390000
"04/06/2007",2007-04-06,-1252.57
"04/06/2007",2007-04-06,-33298.64
"04/06/2007",2007-04-06,-159000
"04/09/2007",2007-04-09,615000
"04/09/2007",2007-04-09,-2294000
"04/10/2007",2007-04-10,415000
"04/10/2007",2007-04-10,-860000
"04/11/2007",2007-04-11,-7516.15
"04/11/2007",2007-04-11,-99.02
"04/11/2007",2007-04-11,-2620.14
"04/11/2007",2007-04-11,-20505.3
"04/11/2007",2007-04-11,-303000
"04/12/2007",2007-04-12,925000
"04/12/2007",2007-04-12,-94500
"04/13/2007",2007-04-13,1175000
"04/13/2007",2007-04-13,-164000
"04/16/2007",2007-04-16,837000
"04/16/2007",2007-04-16,-2404000
"04/16/2007",2007-04-16,-4498.38
"04/16/2007",2007-04-16,-9396.87
"04/16/2007",2007-04-16,-2772.75
"04/17/2007",2007-04-17,914000
"04/17/2007",2007-04-17,-778900
"04/18/2007",2007-04-18,950000
"04/18/2007",2007-04-18,3782.31
"04/18/2007",2007-04-18,-293000
"04/19/2007",2007-04-19,1702000
"04/19/2007",2007-04-19,-394419.46
"04/19/2007",2007-04-19,-126.16
"04/19/2007",2007-04-19,-5767.38
"04/19/2007",2007-04-19,-10535.55
"04/19/2007",2007-04-19,-52090.28
"04/19/2007",2007-04-19,-3782.31
"04/19/2007",2007-04-19,242357.74
"04/19/2007",2007-04-19,2067.04
"04/19/2007",2007-04-19,-206000
"04/20/2007",2007-04-20,815000
"04/20/2007",2007-04-20,1365.21
"04/20/2007",2007-04-20,12426.3
"04/20/2007",2007-04-20,-182700
"04/23/2007",2007-04-23,1162000
"04/23/2007",2007-04-23,15498.96
"04/23/2007",2007-04-23,4761.49
"04/23/2007",2007-04-23,10158.32
"04/23/2007",2007-04-23,-2300000
"04/24/2007",2007-04-24,1582.78
"04/24/2007",2007-04-24,686.62
"04/24/2007",2007-04-24,22954.14
"04/24/2007",2007-04-24,2699.63
"04/24/2007",2007-04-24,-823000
"04/25/2007",2007-04-25,2240000
"04/25/2007",2007-04-25,-34005.96
"04/25/2007",2007-04-25,-16111.85
"04/25/2007",2007-04-25,-200762.43
"04/25/2007",2007-04-25,-4886.28
"04/25/2007",2007-04-25,-43865.29
"04/25/2007",2007-04-25,-244531.92
"04/25/2007",2007-04-25,-6887.71
"04/25/2007",2007-04-25,4705.09
"04/25/2007",2007-04-25,1833.3
"04/25/2007",2007-04-25,7841
"04/25/2007",2007-04-25,3431.86
"04/25/2007",2007-04-25,-217000
"04/26/2007",2007-04-26,1649000
"04/26/2007",2007-04-26,1804.77
"04/26/2007",2007-04-26,12592.2
"04/26/2007",2007-04-26,10228.08
"04/26/2007",2007-04-26,-339000
"04/27/2007",2007-04-27,2895000
"04/27/2007",2007-04-27,11839.8
"04/27/2007",2007-04-27,7816.08
"04/27/2007",2007-04-27,332.15
"04/27/2007",2007-04-27,7839.34
"04/27/2007",2007-04-27,-184073.86
"04/27/2007",2007-04-27,-181.95
"04/27/2007",2007-04-27,-19030.01
"04/27/2007",2007-04-27,-8779.48
"04/27/2007",2007-04-27,109436.59
"04/27/2007",2007-04-27,27970.37
"04/27/2007",2007-04-27,136742.73
"04/27/2007",2007-04-27,-59000
"04/30/2007",2007-04-30,2714000
"04/30/2007",2007-04-30,15457.15
"04/30/2007",2007-04-30,-2408000
"04/01/2008",2008-04-01,13000
"04/01/2008",2008-04-01,-4051000
"04/02/2008",2008-04-02,230000
"04/02/2008",2008-04-02,-427000
"04/03/2008",2008-04-03,80000
"04/03/2008",2008-04-03,-284000
"04/04/2008",2008-04-04,145000
"04/04/2008",2008-04-04,-220000
"04/07/2008",2008-04-07,566000
"04/07/2008",2008-04-07,-212000
"04/08/2008",2008-04-08,80000
"04/08/2008",2008-04-08,-3790000
"04/09/2008",2008-04-09,1100000
"04/09/2008",2008-04-09,-410000
"04/10/2008",2008-04-10,286000
"04/10/2008",2008-04-10,-151000
"04/10/2008",2008-04-10,202.93
"04/10/2008",2008-04-10,-3506.06
"04/10/2008",2008-04-10,-957.66
"04/10/2008",2008-04-10,-2320.12
"04/10/2008",2008-04-10,-770.56
"04/10/2008",2008-04-10,-8599.32
"04/11/2008",2008-04-11,445000
"04/11/2008",2008-04-11,-235000
"04/11/2008",2008-04-11,266521.85
"04/11/2008",2008-04-11,11014.2
"04/14/2008",2008-04-14,526000
"04/14/2008",2008-04-14,-231000
"04/14/2008",2008-04-14,17688.19
"04/14/2008",2008-04-14,4287.12
"04/14/2008",2008-04-14,1394.26
"04/15/2008",2008-04-15,815000
"04/15/2008",2008-04-15,-3765000
"04/15/2008",2008-04-15,95890.43
"04/15/2008",2008-04-15,6748.69
"04/16/2008",2008-04-16,1420000
"04/16/2008",2008-04-16,-373000
"04/16/2008",2008-04-16,64.45
"04/16/2008",2008-04-16,16947.67
"04/16/2008",2008-04-16,31861.15
"04/16/2008",2008-04-16,14964.54
"04/17/2008",2008-04-17,542000
"04/17/2008",2008-04-17,-296400
"04/17/2008",2008-04-17,11211.01
"04/17/2008",2008-04-17,5336.68
"04/17/2008",2008-04-17,-4341.45
"04/17/2008",2008-04-17,-11884.17
"04/17/2008",2008-04-17,-18810.76
"04/17/2008",2008-04-17,-54064.78
"04/17/2008",2008-04-17,-25849.28
"04/17/2008",2008-04-17,-3039.64
"04/17/2008",2008-04-17,-896.6
"04/17/2008",2008-04-17,-7463.43
"04/17/2008",2008-04-17,5437.67
"04/17/2008",2008-04-17,2298.64
"04/17/2008",2008-04-17,7059.08
"04/18/2008",2008-04-18,1090000
"04/18/2008",2008-04-18,-226000
"04/18/2008",2008-04-18,284.95
"04/18/2008",2008-04-18,7175.13
"04/18/2008",2008-04-18,9678.2
"04/18/2008",2008-04-18,201997.16
"04/18/2008",2008-04-18,7092.67
"04/21/2008",2008-04-21,699000
"04/21/2008",2008-04-21,-221000
"04/21/2008",2008-04-21,2872.07
"04/21/2008",2008-04-21,463.66
"04/21/2008",2008-04-21,1950.36
"04/22/2008",2008-04-22,-19116
"04/22/2008",2008-04-22,1274000
"04/22/2008",2008-04-22,-3801000
"04/22/2008",2008-04-22,165.26
"04/22/2008",2008-04-22,4747.81
"04/22/2008",2008-04-22,13062.47
"04/23/2008",2008-04-23,2372000
"04/23/2008",2008-04-23,-203857.81
"04/23/2008",2008-04-23,-502400.08
"04/23/2008",2008-04-23,-794197.83
"04/23/2008",2008-04-23,-5473.56
"04/23/2008",2008-04-23,-107263.28
"04/23/2008",2008-04-23,-60487.75
"04/23/2008",2008-04-23,-10093.5
"04/23/2008",2008-04-23,-34595.45
"04/23/2008",2008-04-23,-45.47
"04/23/2008",2008-04-23,-46442.46
"04/23/2008",2008-04-23,-3411.96
"04/23/2008",2008-04-23,-6544.86
"04/23/2008",2008-04-23,-486000
"04/24/2008",2008-04-24,1555000
"04/24/2008",2008-04-24,-303000
"04/24/2008",2008-04-24,11532.28
"04/24/2008",2008-04-24,12730.34
"04/25/2008",2008-04-25,3080000
"04/25/2008",2008-04-25,-62000
"04/25/2008",2008-04-25,21420.65
"04/25/2008",2008-04-25,4657.73
"04/25/2008",2008-04-25,32065.77
"04/25/2008",2008-04-25,152.67
"04/25/2008",2008-04-25,1337.12
"04/28/2008",2008-04-28,2e+06
"04/28/2008",2008-04-28,-4020000
"04/29/2008",2008-04-29,2485000
"04/29/2008",2008-04-29,586.5
"04/30/2008",2008-04-30,2520000
"04/30/2008",2008-04-30,-376700
"04/01/2009",2009-04-01,60000
"04/01/2009",2009-04-01,-1202000
"04/02/2009",2009-04-02,141000
"04/02/2009",2009-04-02,-771100
"04/03/2009",2009-04-03,309000
"04/03/2009",2009-04-03,-599300
"04/06/2009",2009-04-06,190000
"04/06/2009",2009-04-06,-616300
"04/07/2009",2009-04-07,961000
"04/07/2009",2009-04-07,-10432100
"04/08/2009",2009-04-08,339000
"04/08/2009",2009-04-08,-1025000
"04/09/2009",2009-04-09,225000
"04/09/2009",2009-04-09,-669700
"04/10/2009",2009-04-10,72000
"04/10/2009",2009-04-10,-551000
"04/13/2009",2009-04-13,543000
"04/13/2009",2009-04-13,-546600
"04/14/2009",2009-04-14,745000
"04/14/2009",2009-04-14,-10111300
"04/14/2009",2009-04-14,-4049.85
"04/14/2009",2009-04-14,-7398.11
"04/14/2009",2009-04-14,-32444.59
"04/14/2009",2009-04-14,-8394.33
"04/14/2009",2009-04-14,-4004.6
"04/14/2009",2009-04-14,-2968.42
"04/15/2009",2009-04-15,816000
"04/15/2009",2009-04-15,-2061400
"04/16/2009",2009-04-16,1266000
"04/16/2009",2009-04-16,-687800
"04/17/2009",2009-04-17,1615000
"04/17/2009",2009-04-17,-488500
"04/17/2009",2009-04-17,-42416.32
"04/20/2009",2009-04-20,749000
"04/20/2009",2009-04-20,-559300
"04/21/2009",2009-04-21,1084000
"04/21/2009",2009-04-21,-9937300
"04/21/2009",2009-04-21,-63594.03
"04/22/2009",2009-04-22,857000
"04/22/2009",2009-04-22,-1060600
"04/23/2009",2009-04-23,1134000
"04/23/2009",2009-04-23,-651100
"04/24/2009",2009-04-24,-32629
"04/24/2009",2009-04-24,1315000
"04/24/2009",2009-04-24,-405700
"04/24/2009",2009-04-24,863.46
"04/24/2009",2009-04-24,-1225.75
"04/24/2009",2009-04-24,-18050.46
"04/24/2009",2009-04-24,-10498.47
"04/24/2009",2009-04-24,-2473.01
"04/24/2009",2009-04-24,48158.08
"04/24/2009",2009-04-24,38795
"04/27/2009",2009-04-27,2404000
"04/27/2009",2009-04-27,-466100
"04/27/2009",2009-04-27,154979.63
"04/27/2009",2009-04-27,4869.61
"04/28/2009",2009-04-28,258000
"04/28/2009",2009-04-28,-10408500
"04/28/2009",2009-04-28,7897.03
"04/28/2009",2009-04-28,19534.71
"04/29/2009",2009-04-29,2260000
"04/29/2009",2009-04-29,17509.48
"04/29/2009",2009-04-29,-1082000
"04/30/2009",2009-04-30,6376000
"04/30/2009",2009-04-30,-568000
"04/30/2009",2009-04-30,33849.59
"04/30/2009",2009-04-30,12852.02
"04/30/2009",2009-04-30,41184.7
"04/30/2009",2009-04-30,30409.17
"04/30/2009",2009-04-30,-71.31
"04/30/2009",2009-04-30,19691.89
"04/30/2009",2009-04-30,13835.41
"04/30/2009",2009-04-30,54397.24
"04/30/2009",2009-04-30,18735.92
"04/30/2009",2009-04-30,3679.98
"04/30/2009",2009-04-30,1449.41
"04/01/2010",2010-04-01,-285843.56
"04/02/2010",2010-04-02,243000
"04/02/2010",2010-04-02,1169093.87
"04/02/2010",2010-04-02,-5224.75
"04/02/2010",2010-04-02,5224.75
"04/02/2010",2010-04-02,-567622.38
"04/02/2010",2010-04-02,-139956.58
"04/02/2010",2010-04-02,-158219.96
"04/02/2010",2010-04-02,-303294.95
"04/05/2010",2010-04-05,383000
"04/05/2010",2010-04-05,-243000
"04/06/2010",2010-04-06,710000
"04/06/2010",2010-04-06,-289696.29
"04/06/2010",2010-04-06,-93303.71
"04/07/2010",2010-04-07,1087000
"04/07/2010",2010-04-07,-710000
"04/07/2010",2010-04-07,311.01
"04/08/2010",2010-04-08,920000
"04/08/2010",2010-04-08,-441700
"04/09/2010",2010-04-09,1042000
"04/09/2010",2010-04-09,-435390
"04/12/2010",2010-04-12,1164000
"04/12/2010",2010-04-12,-353750
"04/12/2010",2010-04-12,4088.08
"04/13/2010",2010-04-13,1670000
"04/13/2010",2010-04-13,-2795269.18
"04/13/2010",2010-04-13,-7042.74
"04/13/2010",2010-04-13,-84816.42
"04/13/2010",2010-04-13,-31105.02
"04/13/2010",2010-04-13,-3850.99
"04/13/2010",2010-04-13,-64474.74
"04/14/2010",2010-04-14,1500000
"04/14/2010",2010-04-14,-825145
"04/15/2010",2010-04-15,1360000
"04/15/2010",2010-04-15,-468060
"04/15/2010",2010-04-15,60.57
"04/15/2010",2010-04-15,63.84
"04/16/2010",2010-04-16,2964000
"04/16/2010",2010-04-16,-360300
"04/19/2010",2010-04-19,3500000
"04/19/2010",2010-04-19,-424000
"04/19/2010",2010-04-19,462971.31
"04/20/2010",2010-04-20,2270000
"04/20/2010",2010-04-20,-7709700
"04/20/2010",2010-04-20,-16719.71
"04/20/2010",2010-04-20,-22659.77
"04/20/2010",2010-04-20,-55944.99
"04/20/2010",2010-04-20,-720.42
"04/21/2010",2010-04-21,1419000
"04/21/2010",2010-04-21,-787015
"04/21/2010",2010-04-21,70525.61
"04/22/2010",2010-04-22,2055000
"04/22/2010",2010-04-22,-417465
"04/22/2010",2010-04-22,-5247.93
"04/22/2010",2010-04-22,-365909.63
"04/23/2010",2010-04-23,2100000
"04/23/2010",2010-04-23,-410415
"04/26/2010",2010-04-26,-4e+05
"04/27/2010",2010-04-27,1.1e+07
"04/27/2010",2010-04-27,-6844.64
"04/27/2010",2010-04-27,-7102318.88
"04/28/2010",2010-04-28,290000
"04/28/2010",2010-04-28,-680500
"04/28/2010",2010-04-28,-1496.8
"04/28/2010",2010-04-28,-737.04
"04/28/2010",2010-04-28,-70525.61
"04/29/2010",2010-04-29,5322000
"04/29/2010",2010-04-29,-296410
"04/29/2010",2010-04-29,17901.42
"04/29/2010",2010-04-29,1211.08
"04/30/2010",2010-04-30,18700000
"04/30/2010",2010-04-30,-418270
"04/30/2010",2010-04-30,7317.19
"04/30/2010",2010-04-30,3865.6
"04/30/2010",2010-04-30,8693.28
"04/30/2010",2010-04-30,9409.36
"04/30/2010",2010-04-30,-9018.18
"04/30/2010",2010-04-30,-44397.17
"04/30/2010",2010-04-30,-48917.44
"04/30/2010",2010-04-30,-10590.73
"04/30/2010",2010-04-30,-107268.48
"04/30/2010",2010-04-30,-25680.47
"04/30/2010",2010-04-30,-5262.18
"04/30/2010",2010-04-30,-22105.56
"04/01/2011",2011-04-01,-134398.92
"04/01/2011",2011-04-01,137000
"04/01/2011",2011-04-01,-107000
"04/04/2011",2011-04-04,370000
"04/04/2011",2011-04-04,-137000
"04/05/2011",2011-04-05,507000
"04/05/2011",2011-04-05,-371326.84
"04/05/2011",2011-04-05,1326.84
"04/06/2011",2011-04-06,935000
"04/06/2011",2011-04-06,-507000
"04/07/2011",2011-04-07,1055000
